logged_at,reason,name,title,url,query
2026-04-24T22:21:50.754550Z,missing_url,Editar hiperligações,Editar hiperligações,,"""Editar hiperligações"" ""Brazil"" organization"
2026-04-24T22:21:51.316077Z,missing_url,Aliança Cooperativa Internacional,Aliança Cooperativa Internacional,,"""Aliança Cooperativa Internacional"" ""Brazil"" organization"
2026-04-24T22:21:51.866488Z,missing_url,ICMIF - Internacional Cooperative and Mutual Insurance Federation,ICMIF - Internacional Cooperative and Mutual Insurance Federation,,"""ICMIF - Internacional Cooperative and Mutual Insurance Federation"" ""Brazil"" organization"
2026-04-24T22:21:52.426725Z,missing_url,«Revista do Instituto de Pesquisas e Estudos»,«Revista do Instituto de Pesquisas e Estudos»,,"""«Revista do Instituto de Pesquisas e Estudos»"" ""Brazil"" organization"
2026-04-24T22:21:52.968556Z,missing_url,"«LEI Nº 12.690, DE 19 DE JULHO DE 2012»","«LEI Nº 12.690, DE 19 DE JULHO DE 2012»",,"""«LEI Nº 12.690, DE 19 DE JULHO DE 2012»"" ""Brazil"" organization"
2026-04-24T22:21:53.517684Z,missing_url,«Organização das Cooperativas Brasileiras»,«Organização das Cooperativas Brasileiras»,,"""«Organização das Cooperativas Brasileiras»"" ""Brazil"" organization"
