id,name,country_code,country_name,state_province,city,registration_id,registration_type,description,website,email,phone,framework_area,ntee_code,icnpo_code,source,source_id,last_filing_year,annual_revenue,employee_count,lat,lon,model_type,tags,alignment_score,evidence_url,evidence_quote,last_verified_at
911051,Central Union of Consumer Societies of the Russian Federation (Centrosoyuz of the Russian Federation),RU,,,Moscow,,,"Voluntary association of the consumer societies in Russia, non-profit organization. Their tasks are: Development of the consumer co-operative system, protection of democratic basics and values of the cooperative movement; Realization of innovative business projects aiming to the foundation of modern infrastructure in different spheres of the economy; Coordination of consumer societies and unions and representing their interests in administrative and municipal authorities and international organizations; and To provide protection of property rights and other rights of consumer societies and their members. In 2011, they represented 4 million individual members.",http://www.rus.coop,,,cooperatives,,,ica_directory,213,,,,,,cooperative,ica_member,10,https://lod.coop/ica/213,,
764090,Confederation of Labour of Russia,RU,Russian Federation,,,,labor/union_federation,"ITUC affiliate. KTR. 2,100,000 members.",,,,cooperatives,,,ituc_affiliates,wp:Confederation_of_Labour_of_Russia,,,,,,labor_union,"labor_union,ituc_affiliate",4,https://en.wikipedia.org/wiki/Confederation_of_Labour_of_Russia,,
764091,Federation of Independent Trade Unions of Russia,RU,Russian Federation,,,,labor/union_federation,"ITUC affiliate. FNPR. 27,800,000 members.",,,,cooperatives,,,ituc_affiliates,wp:Federation_of_Independent_Trade_Unions_of_Russia,,,,,,labor_union,"labor_union,ituc_affiliate",4,https://en.wikipedia.org/wiki/Federation_of_Independent_Trade_Unions_of_Russia,,
911052,Moscow Regional Union of Consumer Societies,RU,,,Moscow,,,A regional union of consumer societies.,,,,cooperatives,,,ica_directory,217,,,,,,cooperative,ica_member,3,https://lod.coop/ica/217,,
689401,Open Food Network Russia,RU,Russia,,,,,Launched 2020; applies open food network model to support local food sovereignty and producer-consumer connections in Russia.,https://openfoodnetwork.ru/,,,food,,,manual_curation,OFN_RU,2020,,,61.52,105.32,cooperative,tier_a,7,,,
764299,Ozero,RU,Russia,,,,land_and_housing/housing_cooperative,Vladimir Putin's inner circle,,,,housing_land,,,wikidata_land_trusts,Q4332090,1996,,,,,cooperative,,3,http://www.wikidata.org/entity/Q4332090,,
