id,name,country_code,country_name,state_province,city,registration_id,registration_type,description,website,email,phone,framework_area,ntee_code,icnpo_code,source,source_id,last_filing_year,annual_revenue,employee_count,lat,lon,model_type,tags,alignment_score,evidence_url,evidence_quote,last_verified_at
764013,Free Trade Union Confederation of Latvia,LV,Republic of Latvia,,,,labor/union_federation,"ITUC affiliate. LBAS. 100,035 members.",,,,cooperatives,,,ituc_affiliates,wp:Free_Trade_Union_Confederation_of_Latvia,,,,,,labor_union,"labor_union,ituc_affiliate",4,https://en.wikipedia.org/wiki/Free_Trade_Union_Confederation_of_Latvia,,
903982,Ikšķiles pārmaiņu iniciatīva / Ikskile Transition Initiative,LV,Latvia,OGR,Ikskile,,,"If you care where and how you live… Probably your mind has been crossed by thoughts it’s necessary to recycle waste, drive less or support Earth that has suffered from development of civilization in some other ways… But is it possible to change the world on your own? Maybe we just have to wait drastic limiting laws? If only they don’t come too late… We have better proposal – let’s create Transition Town in Ikskile NOW! … let’s get together, get acquainted, support each other in daily efforts to care about environment, let’s create a community of citizens*, start real and worthy projects for the sake of future in Ikskile, get fun, relax, have serious discussions, become educated and teach others, work hard and relax again! * Community – a group of people that lives in a certain territory and share common interests and goals. Community is a group of people that has chosen to live and work together to achieve common aims and vision. What happens in Ikskile? Transition Town Ikskile initiative is working since March 2010. We already have had many presentations and discussions about climate change and peak oil issues, as well as we have had the screenings of environmental movies in local library and day centre. In weekly meetings we develop our mission statement (vision, mission, values) and strategy of activities. When we feel strong and safe enough, we will register our Transition Town as an official initiative. Want to join? Transition Town Ikskile is in its early stage of de...",http://parmainupilseta.wordpress.lv/,,,,,,transition_network,727,,,,,,collective,Transition Group,3,https://maps.transitionnetwork.org/group/ikskiles-parmainu-iniciativa-ikskile-transition-initiative/,,
903658,Lucavsala community,LV,Latvia,RGR,Riga,,,Lucavsala island community is in capital city of Latvia in Riga at island- Lucavsala. At this island there have been gardens for 100 and more years. We have common gardens and we have started building a community house. We want to make a square foot gardens. And make open space for everyone. We want to make a permaculture school and market where everyone can buy a local grown food. At Bieķensala we have direct buying group and want to make a seeds bank and changing seeds sistem. At Mūkusala we have direct buying group want to make a cultur environment history research center.,https://maps.transitionnetwork.org/group/pardaugavas-arhipelags/,,,food,,,transition_network,1297,,,,56.9222147,24.1209984,collective,"Transition Group, Community Growing, Nature, Festivals, fairs or events, Youth or education projects",7,https://maps.transitionnetwork.org/group/pardaugavas-arhipelags/,,
