id,name,country_code,country_name,state_province,city,registration_id,registration_type,description,website,email,phone,framework_area,ntee_code,icnpo_code,source,source_id,last_filing_year,annual_revenue,employee_count,lat,lon,model_type,tags,alignment_score,evidence_url,evidence_quote,last_verified_at
763967,Confédération Démocratique du Travail,CD,Democratic Republic of Congo,,,,labor/union_federation,"ITUC affiliate. CDT. 51,000 members.",,,,cooperatives,,,ituc_affiliates,wp:Democratic_Confederation_of_Labour_(DRC),,,,,,labor_union,"labor_union,ituc_affiliate",2,https://en.wikipedia.org/wiki/Democratic_Confederation_of_Labour_%28DRC%29,,
763968,Confédération Syndicale du Congo,CD,Democratic Republic of Congo,,,,labor/union_federation,"ITUC affiliate. CSC. 390,105 members.",,,,cooperatives,,,ituc_affiliates,wp:Confédération_Syndicale_du_Congo,,,,,,labor_union,"labor_union,ituc_affiliate",2,https://en.wikipedia.org/wiki/Conf%C3%A9d%C3%A9ration_Syndicale_du_Congo,,
763969,Union Nationale des Travailleurs du Congo,CD,Democratic Republic of Congo,,,,labor/union_federation,"ITUC affiliate. UNTC. 51,000 members.",,,,cooperatives,,,ituc_affiliates,wp:Union_Nationale_des_Travailleurs_du_Congo,,,,,,labor_union,"labor_union,ituc_affiliate",2,https://en.wikipedia.org/wiki/Union_Nationale_des_Travailleurs_du_Congo,,
